LOCATION,Country,Time,Value
IRL,Ireland,20-Jul,5.49478
IRL,Ireland,20-Aug,8.078738
IRL,Ireland,20-Sep,8.623588
LUX,Luxembourg,19-Jan,-0.5253924
LUX,Luxembourg,19-Feb,-0.6043979
LUX,Luxembourg,19-Mar,-0.6837874
LUX,Luxembourg,19-Apr,-0.5597764
LUX,Luxembourg,19-May,-0.6810632
LUX,Luxembourg,19-Jun,-0.5709629
LUX,Luxembourg,19-Jul,-0.5988559
LUX,Luxembourg,19-Aug,-0.553911
LUX,Luxembourg,19-Sep,-0.5873963
LUX,Luxembourg,19-Oct,-0.5782366
LUX,Luxembourg,19-Nov,-0.6970019
LUX,Luxembourg,19-Dec,-0.8420374
LUX,Luxembourg,20-Jan,-0.5924067
LUX,Luxembourg,20-Feb,-0.5581578
LUX,Luxembourg,20-Mar,-0.5292264
LUX,Luxembourg,20-Apr,-0.3670483
LUX,Luxembourg,20-May,-0.4406062
LUX,Luxembourg,20-Jun,-0.5431659
LUX,Luxembourg,20-Jul,-0.6533892
LUX,Luxembourg,20-Aug,-0.5083073
LUX,Luxembourg,20-Sep,-0.5588162
NZL,New Zealand,19-Jan,-0.6336122
NZL,New Zealand,19-Feb,-0.06395581
NZL,New Zealand,19-Mar,0.5638751
NZL,New Zealand,19-Apr,0.2423515
NZL,New Zealand,19-May,0.1147652
NZL,New Zealand,19-Jun,0.2176818
NZL,New Zealand,19-Jul,-0.4890735
NZL,New Zealand,19-Aug,-1.056263
NZL,New Zealand,19-Sep,-0.8310712
NZL,New Zealand,19-Oct,-0.6576372
NZL,New Zealand,19-Nov,-0.5030202
NZL,New Zealand,19-Dec,0.250681
NZL,New Zealand,20-Jan,-0.2613577
NZL,New Zealand,20-Feb,0.351906
NZL,New Zealand,20-Mar,0.4391146
NZL,New Zealand,20-Apr,0.8121139
NZL,New Zealand,20-May,0.7876662
NZL,New Zealand,20-Jun,0.3046081
NZL,New Zealand,20-Jul,0.3005699
NZL,New Zealand,20-Aug,-0.1859235
NZL,New Zealand,20-Sep,-0.6777642
NOR,Norway,19-Jan,3.053634
NOR,Norway,19-Feb,1.657694
NOR,Norway,19-Mar,2.150627
NOR,Norway,19-Apr,1.767029
NOR,Norway,19-May,1.013736
NOR,Norway,19-Jun,0.702812
NOR,Norway,19-Jul,0.803596
NOR,Norway,19-Aug,0.630469
NOR,Norway,19-Sep,-0.1405365
NOR,Norway,19-Oct,1.057249
NOR,Norway,19-Nov,2.519482
NOR,Norway,19-Dec,2.638974
NOR,Norway,20-Jan,1.821701
NOR,Norway,20-Feb,1.790794
NOR,Norway,20-Mar,-0.02749468
NOR,Norway,20-Apr,-0.3585154
NOR,Norway,20-May,-0.5901452
NOR,Norway,20-Jun,-1.021248
NOR,Norway,20-Jul,-0.2324459
NOR,Norway,20-Aug,-0.3737281
NOR,Norway,20-Sep,-0.9363737
NOR,Norway,20-Oct,0.2919458
POL,Poland,19-Jan,0.1951262
POL,Poland,19-Feb,-0.5138105
POL,Poland,19-Mar,0.6568246
POL,Poland,19-Apr,0.1536342
POL,Poland,19-May,-0.2764484
POL,Poland,19-Jun,0.1089588
POL,Poland,19-Jul,-0.1394865
POL,Poland,19-Aug,-0.2798767
POL,Poland,19-Sep,0.6833468
POL,Poland,19-Oct,0.2512485
POL,Poland,19-Nov,0.595143
POL,Poland,19-Dec,-0.1209216
POL,Poland,20-Jan,0.3087785
POL,Poland,20-Feb,0.7855828
POL,Poland,20-Mar,-0.06044428
POL,Poland,20-Apr,-0.2431038
POL,Poland,20-May,1.324968
POL,Poland,20-Jun,2.722202
POL,Poland,20-Jul,0.8896608
POL,Poland,20-Aug,1.217846
POL,Poland,20-Sep,1.618538
PRT,Portugal,19-Jan,-2.036937
PRT,Portugal,19-Feb,-1.523078
PRT,Portugal,19-Mar,-1.834127
PRT,Portugal,19-Apr,-2.000229
PRT,Portugal,19-May,-1.812738
PRT,Portugal,19-Jun,-2.112506
PRT,Portugal,19-Jul,-2.08994
PRT,Portugal,19-Aug,-1.805245
PRT,Portugal,19-Sep,-1.905846
PRT,Portugal,19-Oct,-1.877749
PRT,Portugal,19-Nov,-1.887474
PRT,Portugal,19-Dec,-1.587959
PRT,Portugal,20-Jan,-1.625566
PRT,Portugal,20-Feb,-1.68407
PRT,Portugal,20-Mar,-1.718275
PRT,Portugal,20-Apr,-1.288474
PRT,Portugal,20-May,-1.03248
PRT,Portugal,20-Jun,-0.9944531
PRT,Portugal,20-Jul,-0.8944376
PRT,Portugal,20-Aug,-1.338491
PRT,Portugal,20-Sep,-1.282025
SVK,Slovak Republic,19-Jan,0.1532442
SVK,Slovak Republic,19-Feb,0.2306628
SVK,Slovak Republic,19-Mar,0.108561
SVK,Slovak Republic,19-Apr,-0.2974163
SVK,Slovak Republic,19-May,-0.07674266
SVK,Slovak Republic,19-Jun,0.06460747
SVK,Slovak Republic,19-Jul,-0.4132554
SVK,Slovak Republic,19-Aug,-0.3202871
SVK,Slovak Republic,19-Sep,-0.007815805
SVK,Slovak Republic,19-Oct,0.1516614
SVK,Slovak Republic,19-Nov,-0.007071674
SVK,Slovak Republic,19-Dec,-0.07811458
SVK,Slovak Republic,20-Jan,-0.05306792
SVK,Slovak Republic,20-Feb,-0.03009995
SVK,Slovak Republic,20-Mar,-0.5972288
SVK,Slovak Republic,20-Apr,-0.5699251
SVK,Slovak Republic,20-May,0.1296735
SVK,Slovak Republic,20-Jun,0.6993374
SVK,Slovak Republic,20-Jul,0.2707636
SVK,Slovak Republic,20-Aug,0.2213272
SVK,Slovak Republic,20-Sep,0.6438996
SWE,Sweden,19-Jan,0.1001599
SWE,Sweden,19-Feb,0.4757019
SWE,Sweden,19-Mar,0.5167585
SWE,Sweden,19-Apr,-0.04292524
SWE,Sweden,19-May,0.5729416
SWE,Sweden,19-Jun,0.1700193
SWE,Sweden,19-Jul,0.6907935
SWE,Sweden,19-Aug,-0.5806714
SWE,Sweden,19-Sep,0.1132107
SWE,Sweden,19-Oct,-0.3989257
SWE,Sweden,19-Nov,0.2697835
SWE,Sweden,19-Dec,-0.3073816
SWE,Sweden,20-Jan,1.221441
SWE,Sweden,20-Feb,1.341797
SWE,Sweden,20-Mar,0.6120042
SWE,Sweden,20-Apr,0.5586514
SWE,Sweden,20-May,0.1847275
SWE,Sweden,20-Jun,0.6018199
SWE,Sweden,20-Jul,0.4751479
SWE,Sweden,20-Aug,-0.2409694
SWE,Sweden,20-Sep,0.2942077
TUR,Turkey,19-Jan,-2.305754
TUR,Turkey,19-Feb,-1.743607
TUR,Turkey,19-Mar,-1.851876
TUR,Turkey,19-Apr,-2.617289
TUR,Turkey,19-May,-1.631984
TUR,Turkey,19-Jun,-3.48652
TUR,Turkey,19-Jul,-3.345977
TUR,Turkey,19-Aug,-2.266643
TUR,Turkey,19-Sep,-1.663347
TUR,Turkey,19-Oct,-1.737254
TUR,Turkey,19-Nov,-1.990579
TUR,Turkey,19-Dec,-4.583925
TUR,Turkey,20-Jan,-4.501177
TUR,Turkey,20-Feb,-2.98114
TUR,Turkey,20-Mar,-5.36062
TUR,Turkey,20-Apr,-4.451772
TUR,Turkey,20-May,-3.462074
TUR,Turkey,20-Jun,-2.838467
TUR,Turkey,20-Jul,-2.805094
TUR,Turkey,20-Aug,-6.167788
TUR,Turkey,20-Sep,-4.729519
ISR,Israel,19-Jan,-2.083
ISR,Israel,19-Feb,-1.376
ISR,Israel,19-Mar,-1.1009
ISR,Israel,19-Apr,-2.4849
ISR,Israel,19-May,-1.7526
ISR,Israel,19-Jun,-1.9286
ISR,Israel,19-Jul,-2.971
ISR,Israel,19-Aug,-2.1587
ISR,Israel,19-Sep,-1.3961
ISR,Israel,19-Oct,-2.5699
ISR,Israel,19-Nov,-0.8952
ISR,Israel,19-Dec,-3.0826
ISR,Israel,20-Jan,-1.6397
ISR,Israel,20-Feb,-1.4344
ISR,Israel,20-Mar,-1.9178
ISR,Israel,20-Apr,-1.5742
ISR,Israel,20-May,-0.8813
ISR,Israel,20-Jun,-1.5529
ISR,Israel,20-Jul,-2.1935
ISR,Israel,20-Aug,-2.084
ISR,Israel,20-Sep,-1.0193
ISR,Israel,20-Oct,-1.5538
LVA,Latvia,19-Jan,-0.1442231
LVA,Latvia,19-Feb,-0.15907
LVA,Latvia,19-Mar,-0.3778736
LVA,Latvia,19-Apr,-0.3238209
LVA,Latvia,19-May,-0.408884
LVA,Latvia,19-Jun,-0.2760501
LVA,Latvia,19-Jul,-0.3960972
LVA,Latvia,19-Aug,-0.1924615
LVA,Latvia,19-Sep,-0.2741036
LVA,Latvia,19-Oct,-0.1668054
LVA,Latvia,19-Nov,-0.1241963
LVA,Latvia,19-Dec,-0.4100182
LVA,Latvia,20-Jan,-0.1190142
LVA,Latvia,20-Feb,-0.1140745
LVA,Latvia,20-Mar,-0.2619638
LVA,Latvia,20-Apr,-0.07980256
LVA,Latvia,20-May,-0.1295644
LVA,Latvia,20-Jun,-0.2006471
LVA,Latvia,20-Jul,-0.3187208
LVA,Latvia,20-Aug,-0.182172
LVA,Latvia,20-Sep,-0.1761768
LTU,Lithuania,19-Jan,-0.1478772
LTU,Lithuania,19-Feb,-0.2647007
LTU,Lithuania,19-Mar,-0.1636887
LTU,Lithuania,19-Apr,-0.2695511
LTU,Lithuania,19-May,-0.5311577
LTU,Lithuania,19-Jun,-0.1436726
LTU,Lithuania,19-Jul,-0.4379273
LTU,Lithuania,19-Aug,-0.1563055
LTU,Lithuania,19-Sep,-0.06781036
LTU,Lithuania,19-Oct,-0.08191041
LTU,Lithuania,19-Nov,-0.1166826
LTU,Lithuania,19-Dec,-0.2262323
LTU,Lithuania,20-Jan,-0.128562
LTU,Lithuania,20-Feb,-0.1531172
LTU,Lithuania,20-Mar,-0.05861895
LTU,Lithuania,20-Apr,-0.04435892
LTU,Lithuania,20-May,0.004253377
LTU,Lithuania,20-Jun,-0.07679088
LTU,Lithuania,20-Jul,-0.1996308
LTU,Lithuania,20-Aug,0.09652752
LTU,Lithuania,20-Sep,0.179005
SVN,Slovenia,19-Jan,0.2146789
SVN,Slovenia,19-Feb,0.2227207
SVN,Slovenia,19-Mar,0.1769058
SVN,Slovenia,19-Apr,-0.2447196
SVN,Slovenia,19-May,0.2833661
SVN,Slovenia,19-Jun,0.2277075
SVN,Slovenia,19-Jul,0.07435232
SVN,Slovenia,19-Aug,0.08276959
SVN,Slovenia,19-Sep,0.05316949
SVN,Slovenia,19-Oct,-0.002652969
SVN,Slovenia,19-Nov,0.1622065
SVN,Slovenia,19-Dec,-0.3143473
SVN,Slovenia,20-Jan,0.2989789
SVN,Slovenia,20-Feb,0.2932564
SVN,Slovenia,20-Mar,0.2860295
SVN,Slovenia,20-Apr,0.2785479
SVN,Slovenia,20-May,0.3101693
SVN,Slovenia,20-Jun,0.2876843
SVN,Slovenia,20-Jul,0.3809047
SVN,Slovenia,20-Aug,-0.02034649
SVN,Slovenia,20-Sep,0.5304158
SAU,Saudi Arabia,19-Jan,10.75059
SAU,Saudi Arabia,19-Feb,9.906592
SAU,Saudi Arabia,19-Mar,11.22125
SAU,Saudi Arabia,19-Apr,9.71175
SAU,Saudi Arabia,19-May,8.621746
SAU,Saudi Arabia,19-Jun,9.048256
SAU,Saudi Arabia,19-Jul,7.391905
SAU,Saudi Arabia,19-Aug,7.862381
SAU,Saudi Arabia,19-Sep,8.858311
SAU,Saudi Arabia,19-Oct,7.189928
SAU,Saudi Arabia,19-Nov,9.801307
SAU,Saudi Arabia,19-Dec,9.284721
SAU,Saudi Arabia,20-Jan,11.54889
SAU,Saudi Arabia,20-Feb,6.385336
SAU,Saudi Arabia,20-Mar,1.730955
SAU,Saudi Arabia,20-Apr,-0.2585495
SAU,Saudi Arabia,20-May,0.5259616
SAU,Saudi Arabia,20-Jun,-0.2750634
SAU,Saudi Arabia,20-Jul,3.593847
SAU,Saudi Arabia,20-Aug,4.904054
