LOCATION,Country,Time,Value
IRL,Ireland,20-Jul,15.12995
IRL,Ireland,20-Aug,15.20261
IRL,Ireland,20-Sep,16.10044
LUX,Luxembourg,19-Jan,1.90459
LUX,Luxembourg,19-Feb,1.633928
LUX,Luxembourg,19-Mar,1.601642
LUX,Luxembourg,19-Apr,1.643711
LUX,Luxembourg,19-May,1.301045
LUX,Luxembourg,19-Jun,1.267187
LUX,Luxembourg,19-Jul,1.282718
LUX,Luxembourg,19-Aug,1.087241
LUX,Luxembourg,19-Sep,1.25262
LUX,Luxembourg,19-Oct,1.331238
LUX,Luxembourg,19-Nov,1.15202
LUX,Luxembourg,19-Dec,1.049158
LUX,Luxembourg,20-Jan,1.188366
LUX,Luxembourg,20-Feb,1.153177
LUX,Luxembourg,20-Mar,1.134293
LUX,Luxembourg,20-Apr,0.872392
LUX,Luxembourg,20-May,1.000634
LUX,Luxembourg,20-Jun,1.149273
LUX,Luxembourg,20-Jul,1.213158
LUX,Luxembourg,20-Aug,1.063222
LUX,Luxembourg,20-Sep,1.298287
NZL,New Zealand,19-Jan,2.944314
NZL,New Zealand,19-Feb,3.217663
NZL,New Zealand,19-Mar,3.826271
NZL,New Zealand,19-Apr,3.680203
NZL,New Zealand,19-May,3.767583
NZL,New Zealand,19-Jun,3.275476
NZL,New Zealand,19-Jul,3.286738
NZL,New Zealand,19-Aug,2.613816
NZL,New Zealand,19-Sep,2.763432
NZL,New Zealand,19-Oct,3.170437
NZL,New Zealand,19-Nov,3.336234
NZL,New Zealand,19-Dec,3.629384
NZL,New Zealand,20-Jan,3.090088
NZL,New Zealand,20-Feb,3.124147
NZL,New Zealand,20-Mar,3.516079
NZL,New Zealand,20-Apr,3.188056
NZL,New Zealand,20-May,3.290823
NZL,New Zealand,20-Jun,3.27581
NZL,New Zealand,20-Jul,3.312016
NZL,New Zealand,20-Aug,2.910277
NZL,New Zealand,20-Sep,2.669045
NOR,Norway,19-Jan,10.13929
NOR,Norway,19-Feb,8.906656
NOR,Norway,19-Mar,9.924377
NOR,Norway,19-Apr,9.043149
NOR,Norway,19-May,8.703135
NOR,Norway,19-Jun,7.654708
NOR,Norway,19-Jul,7.755939
NOR,Norway,19-Aug,7.312637
NOR,Norway,19-Sep,7.342726
NOR,Norway,19-Oct,8.366
NOR,Norway,19-Nov,9.412502
NOR,Norway,19-Dec,9.460374
NOR,Norway,20-Jan,8.673842
NOR,Norway,20-Feb,8.074718
NOR,Norway,20-Mar,6.731989
NOR,Norway,20-Apr,4.959543
NOR,Norway,20-May,5.132201
NOR,Norway,20-Jun,5.963225
NOR,Norway,20-Jul,6.270661
NOR,Norway,20-Aug,6.381886
NOR,Norway,20-Sep,6.603956
NOR,Norway,20-Oct,7.611289
POL,Poland,19-Jan,21.9677
POL,Poland,19-Feb,21.63308
POL,Poland,19-Mar,23.56964
POL,Poland,19-Apr,22.43615
POL,Poland,19-May,22.73503
POL,Poland,19-Jun,21.12854
POL,Poland,19-Jul,22.32764
POL,Poland,19-Aug,20.10176
POL,Poland,19-Sep,22.61465
POL,Poland,19-Oct,24.71191
POL,Poland,19-Nov,23.27434
POL,Poland,19-Dec,20.06565
POL,Poland,20-Jan,22.35589
POL,Poland,20-Feb,22.26252
POL,Poland,20-Mar,21.73822
POL,Poland,20-Apr,15.34233
POL,Poland,20-May,17.55269
POL,Poland,20-Jun,21.78608
POL,Poland,20-Jul,22.70743
POL,Poland,20-Aug,21.59188
POL,Poland,20-Sep,24.90624
PRT,Portugal,19-Jan,5.661128
PRT,Portugal,19-Feb,5.50448
PRT,Portugal,19-Mar,5.845123
PRT,Portugal,19-Apr,5.603944
PRT,Portugal,19-May,6.254974
PRT,Portugal,19-Jun,5.357337
PRT,Portugal,19-Jul,6.056855
PRT,Portugal,19-Aug,4.25518
PRT,Portugal,19-Sep,5.494841
PRT,Portugal,19-Oct,6.161741
PRT,Portugal,19-Nov,5.767171
PRT,Portugal,19-Dec,5.096338
PRT,Portugal,20-Jan,5.713572
PRT,Portugal,20-Feb,5.317658
PRT,Portugal,20-Mar,4.977422
PRT,Portugal,20-Apr,3.181556
PRT,Portugal,20-May,3.733374
PRT,Portugal,20-Jun,4.796277
PRT,Portugal,20-Jul,5.767035
PRT,Portugal,20-Aug,4.436599
PRT,Portugal,20-Sep,5.85885
SVK,Slovak Republic,19-Jan,7.675684
SVK,Slovak Republic,19-Feb,7.54845
SVK,Slovak Republic,19-Mar,8.20816
SVK,Slovak Republic,19-Apr,7.360689
SVK,Slovak Republic,19-May,7.74329
SVK,Slovak Republic,19-Jun,7.26258
SVK,Slovak Republic,19-Jul,6.490857
SVK,Slovak Republic,19-Aug,6.512876
SVK,Slovak Republic,19-Sep,7.689321
SVK,Slovak Republic,19-Oct,8.538248
SVK,Slovak Republic,19-Nov,8.106569
SVK,Slovak Republic,19-Dec,6.367616
SVK,Slovak Republic,20-Jan,7.285625
SVK,Slovak Republic,20-Feb,7.233476
SVK,Slovak Republic,20-Mar,6.504274
SVK,Slovak Republic,20-Apr,3.89206
SVK,Slovak Republic,20-May,4.969689
SVK,Slovak Republic,20-Jun,7.296484
SVK,Slovak Republic,20-Jul,6.866839
SVK,Slovak Republic,20-Aug,7.323434
SVK,Slovak Republic,20-Sep,8.504683
SWE,Sweden,19-Jan,13.98899
SWE,Sweden,19-Feb,13.18992
SWE,Sweden,19-Mar,14.32928
SWE,Sweden,19-Apr,13.779
SWE,Sweden,19-May,14.21937
SWE,Sweden,19-Jun,13.0171
SWE,Sweden,19-Jul,13.07194
SWE,Sweden,19-Aug,11.77933
SWE,Sweden,19-Sep,13.19419
SWE,Sweden,19-Oct,14.01354
SWE,Sweden,19-Nov,13.64482
SWE,Sweden,19-Dec,12.39066
SWE,Sweden,20-Jan,13.82544
SWE,Sweden,20-Feb,13.17025
SWE,Sweden,20-Mar,13.36209
SWE,Sweden,20-Apr,10.61438
SWE,Sweden,20-May,10.49868
SWE,Sweden,20-Jun,12.84241
SWE,Sweden,20-Jul,11.49195
SWE,Sweden,20-Aug,11.9452
SWE,Sweden,20-Sep,14.09934
EST,Estonia,19-Jan,1.321874
EST,Estonia,19-Feb,1.319419
EST,Estonia,19-Mar,1.39898
EST,Estonia,19-Apr,1.392587
EST,Estonia,19-May,1.492231
EST,Estonia,19-Jun,1.325696
EST,Estonia,19-Jul,1.31524
EST,Estonia,19-Aug,1.277255
EST,Estonia,19-Sep,1.30557
EST,Estonia,19-Oct,1.409611
EST,Estonia,19-Nov,1.348038
EST,Estonia,19-Dec,1.197387
EST,Estonia,20-Jan,1.272853
EST,Estonia,20-Feb,1.187967
EST,Estonia,20-Mar,1.36347
EST,Estonia,20-Apr,1.110278
EST,Estonia,20-May,1.09399
EST,Estonia,20-Jun,1.320308
EST,Estonia,20-Jul,1.335346
EST,Estonia,20-Aug,1.279108
EST,Estonia,20-Sep,1.544935
LVA,Latvia,19-Jan,1.245138
LVA,Latvia,19-Feb,1.217305
LVA,Latvia,19-Mar,1.340689
LVA,Latvia,19-Apr,1.293935
LVA,Latvia,19-May,1.312792
LVA,Latvia,19-Jun,1.211277
LVA,Latvia,19-Jul,1.290792
LVA,Latvia,19-Aug,1.351681
LVA,Latvia,19-Sep,1.336172
LVA,Latvia,19-Oct,1.465434
LVA,Latvia,19-Nov,1.386822
LVA,Latvia,19-Dec,1.251833
LVA,Latvia,20-Jan,1.26819
LVA,Latvia,20-Feb,1.244677
LVA,Latvia,20-Mar,1.301429
LVA,Latvia,20-Apr,1.069507
LVA,Latvia,20-May,1.044477
LVA,Latvia,20-Jun,1.185417
LVA,Latvia,20-Jul,1.292781
LVA,Latvia,20-Aug,1.355762
LVA,Latvia,20-Sep,1.601853
LTU,Lithuania,19-Jan,2.591905
LTU,Lithuania,19-Feb,2.56282
LTU,Lithuania,19-Mar,2.883927
LTU,Lithuania,19-Apr,2.737421
LTU,Lithuania,19-May,2.794507
LTU,Lithuania,19-Jun,2.687083
LTU,Lithuania,19-Jul,2.781091
LTU,Lithuania,19-Aug,2.773115
LTU,Lithuania,19-Sep,2.822166
LTU,Lithuania,19-Oct,3.063184
LTU,Lithuania,19-Nov,2.836625
LTU,Lithuania,19-Dec,2.615783
LTU,Lithuania,20-Jan,2.47554
LTU,Lithuania,20-Feb,2.511274
LTU,Lithuania,20-Mar,2.801677
LTU,Lithuania,20-Apr,2.083347
LTU,Lithuania,20-May,2.146755
LTU,Lithuania,20-Jun,2.486245
LTU,Lithuania,20-Jul,2.688132
LTU,Lithuania,20-Aug,2.925636
LTU,Lithuania,20-Sep,3.116974
SVN,Slovenia,19-Jan,3.695903
SVN,Slovenia,19-Feb,3.662921
SVN,Slovenia,19-Mar,3.90492
SVN,Slovenia,19-Apr,3.870345
SVN,Slovenia,19-May,3.998114
SVN,Slovenia,19-Jun,3.680254
SVN,Slovenia,19-Jul,4.045417
SVN,Slovenia,19-Aug,3.046455
SVN,Slovenia,19-Sep,3.829744
SVN,Slovenia,19-Oct,4.066448
SVN,Slovenia,19-Nov,3.898261
SVN,Slovenia,19-Dec,3.241811
SVN,Slovenia,20-Jan,3.96011
SVN,Slovenia,20-Feb,3.796847
SVN,Slovenia,20-Mar,3.850636
SVN,Slovenia,20-Apr,2.693717
SVN,Slovenia,20-May,3.094604
SVN,Slovenia,20-Jun,3.637433
SVN,Slovenia,20-Jul,3.992271
SVN,Slovenia,20-Aug,3.096333
SVN,Slovenia,20-Sep,4.182165
SAU,Saudi Arabia,19-Jan,22.8649
SAU,Saudi Arabia,19-Feb,20.66513
SAU,Saudi Arabia,19-Mar,22.96659
SAU,Saudi Arabia,19-Apr,23.88643
SAU,Saudi Arabia,19-May,23.12205
SAU,Saudi Arabia,19-Jun,20.57948
SAU,Saudi Arabia,19-Jul,21.84028
SAU,Saudi Arabia,19-Aug,20.43809
SAU,Saudi Arabia,19-Sep,20.62129
SAU,Saudi Arabia,19-Oct,20.46982
SAU,Saudi Arabia,19-Nov,21.55568
SAU,Saudi Arabia,19-Dec,22.89033
SAU,Saudi Arabia,20-Jan,22.14408
SAU,Saudi Arabia,20-Feb,17.6809
SAU,Saudi Arabia,20-Mar,12.93336
SAU,Saudi Arabia,20-Apr,9.897508
SAU,Saudi Arabia,20-May,9.734957
SAU,Saudi Arabia,20-Jun,11.5973
SAU,Saudi Arabia,20-Jul,13.63687
SAU,Saudi Arabia,20-Aug,15.30019
